18.jpg,3.07,2.75,2.89,0,0.011672329590586571,0.01168862966162724,9.233704164856334e-10,0.01455930168240327
3.jpg,3.07,3.1,2.86,0,0.01037061909791303,0.011950750289966387,0.004955450355972176,0.013958351733126277
3_.jpg,3.28,3.17,2.75,0,0.012075188023958669,0.011485098370185864,0.013560736285950442,0.025416919290261977
4.jpg,3.49,3.35,3.0,0,0.012405787223464793,0.013440293893980614,0.013142201015453558,0.01678082287394854
5.jpg,3.49,3.56,2.75,0,0.01261057927655912,0.01188215012510225,0.01204822725944606,0.011110005243206407
gx_10.jpg,2.43,2.54,4.55,0,0.011780806586703902,0.0107150178657356,0.0102546512269717,0.02042151166326519
gx_11.jpg,3.7,3.99,3.07,0,0.010714981129744219,0.011446388858218977,0.01097661571488386,0.0080194510610687
gx_13.jpg,3.92,3.42,3.17,0,0.011528065743707589,0.010795402640891995,0.01065254793829505,0.008159011522891476
gx_14.jpg,3.28,2.61,3.0,0,0.015369662121392364,0.011564030708619775,0.013348252239997166,0.021130319671336682
gx_16.jpg,3.7,3.53,3.7,0,0.007742747731957054,0.011040215885930406,0.011413706512004074,0.006982379209846796
gx_28.jpg,3.92,3.25,2.72,0,0.012311864441254499,0.01158132472822557,0.013914626017445695,0.023033527965060047
gx_29.jpg,3.7,2.96,2.5,0,0.011859507840689034,0.009249729824693777,0.013054299682316365,0.0057764963193633985
gx_43.jpg,2.65,3.6,2.61,0,0.0384940689091989,0.010483335466955805,0.01517990134469615,0.011367908117233013
gx_44.jpg,2.65,3.6,2.65,0,0.01470436408157423,0.013932383230520914,0.012244736098401161,0.010003843622690016
gx_47.jpg,2.86,3.53,2.5,0,0.010641282991848109,0.009963772475978157,0.012416336604450266,0.010747352384552903
gx_8.jpg,3.92,3.95,2.29,0,0.011704220810786328,0.018848293768778224,0.011418283628739787,0.009717132772147946
pokemon_B1.jpg,4.55,4.55,4.13,0,0.010064993282610074,0.011185567920660238,0.011410102925519706,0.01851324194211704
pokemon_B2.jpg,4.37,3.99,3.67,0,0.01323477915195373,0.010118430165549955,0.011076270609344569,0.010420109121169746
